"ayto:foto";"ayto:numero";"ayto:parada";"ayto:sentido";"dc:identifier";"dc:modified";"gn:coordX";"gn:coordY";"id";"vivo:address1";"wgs84_pos:lat";"wgs84_pos:long"
"oracle.sql.BLOB@b839e86";"456";"Cervantes 29";"Miranda";"27861";"2014-04-14 12:20:01";"434489.52";"4812852.88";"http://datos.santander.es/api/datos/paradas_bus/27861";"Cervantes 29";"43.463840985157354";"-3.811158479288463"
"oracle.sql.BLOB@6e1c7551";"457";"Calle del Monte 12";"Plaza de los Remedios";"27862";"2014-04-14 12:20:01";"434240.42";"4812863.5";"http://datos.santander.es/api/datos/paradas_bus/27862";"Calle del Monte 12";"43.46391473486838";"-3.8142388422604183"
"oracle.sql.BLOB@e5a5151";"461";"Menendez Pelayo 25";"Plaza de los Remedios";"27867";"2014-04-14 12:20:01";"435549";"4813061";"http://datos.santander.es/api/datos/paradas_bus/27867";"Menendez Pelayo";"43.465806867051896";"-3.798087029036312"
"oracle.sql.BLOB@4b90a433";"462";"Jorge Sepulveda 2";"Corban";"27868";"2014-04-14 12:20:01";"434496.4";"4814033";"http://datos.santander.es/api/datos/paradas_bus/27868";"Jorge Sepulveda";"43.4744667274433";"-3.811215416454199"
"oracle.sql.BLOB@50c3707";"390";"La Albericia 18";"Corban";"364";"2014-04-14 12:20:01";"432511.82";"4812668.47";"http://datos.santander.es/api/datos/paradas_bus/364";"La Albericia. 18";"43.462004776288836";"-3.835581529353134"
"oracle.sql.BLOB@64f0af27";"489";"Albert Einstein.14";"Pctcan";"41656";"2014-04-14 12:20:01";"429713.84";"4811697.39";"http://datos.santander.es/api/datos/paradas_bus/41656";"Avda Albert Einstein. 14";"43.45300407184483";"-3.8700401167692964"
"oracle.sql.BLOB@757b5d36";"490";"C/ Adarzo.48";"Lluja";"41658";"2014-04-14 12:20:01";"430280.58";"4811722.26";"http://datos.santander.es/api/datos/paradas_bus/41658";"C/ Adarzo. 48";"43.45328102335236";"-3.8630392699566842"
"oracle.sql.BLOB@7624c07b";"491";"C/ Adarzo.117";"Cueto";"41659";"2014-04-14 12:20:01";"430295.92";"4811715.91";"http://datos.santander.es/api/datos/paradas_bus/41659";"C/ adarzo . 117";"43.45322528174538";"-3.862848878099827"
"oracle.sql.BLOB@66d907d5";"493";"Gertrudis Gomez de Avellaneda";"centro";"42036";"2014-04-14 12:20:01";"431031.6";"4810089.12";"http://datos.santander.es/api/datos/paradas_bus/42036";"Gertrudis Gomez de Avellaneda";"43.43864686839228";"-3.8535511421044575"
"oracle.sql.BLOB@329165b3";"494";"Eusebio Santamaria.1";"Centro";"42037";"2014-04-14 12:20:01";"431214.96";"4810372.49";"http://datos.santander.es/api/datos/paradas_bus/42037";"Eusebio Santamaria.1";"43.441215035723104";"-3.851321369429373"
"oracle.sql.BLOB@67abe4b4";"495";"Eusebio Santamaria.2";"Centro";"42038";"2014-04-14 12:20:01";"431198.55";"4810377.51";"http://datos.santander.es/api/datos/paradas_bus/42038";"Eusebio Santamaria.2";"43.441258724154714";"-3.851524766370175"
"oracle.sql.BLOB@6be152a";"496";"Eusebio Santamaria";"Carrefour";"42039";"2014-04-14 12:20:01";"431056.73";"4810106.58";"http://datos.santander.es/api/datos/paradas_bus/42039";"Eusebio Santamaria s/n";"43.438806383097365";"-3.8532428540851553"
"oracle.sql.BLOB@295f7bdb";"483";"Gerardo Diego - 1";"Avenida de los Castros";"32215";"2014-04-14 12:20:01";"431702.27";"4811984.02";"http://datos.santander.es/api/datos/paradas_bus/32215";"Gerardo Diego";"43.45576891138493";"-3.845502044995381"
"oracle.sql.BLOB@3bbc7c15";"182";"Complejo Deportivo";"Complejo";"3";"2014-04-14 12:20:01";"431054.3";"4812486";"http://datos.santander.es/api/datos/paradas_bus/3";"Avenida del Deporte (Complejo)";"43.46022896795377";"-3.8535738710871197"
"oracle.sql.BLOB@53766556";"183";"Polideportivo";"Complejo";"4";"2014-04-14 12:20:01";"430853.4";"4812424";"http://datos.santander.es/api/datos/paradas_bus/4";"Avenida del Deporte";"43.45965221104175";"-3.856049115813335"
"oracle.sql.BLOB@1f71be9";"241";"Cardenal Herrera Oria 119";"Complejo";"5";"2014-04-14 12:20:01";"430924.9";"4811906";"http://datos.santander.es/api/datos/paradas_bus/5";"Cardenal Herrera Oria nº 119";"43.454995079298165";"-3.855099712115651"
"oracle.sql.BLOB@6495f01";"185";"Residencia Santa Lucia";"Complejo";"6";"2014-04-14 12:20:01";"431281.94";"4812043.07";"http://datos.santander.es/api/datos/paradas_bus/6";"Cardenal Herrera Oria";"43.45626205957927";"-3.850704378211567"
"oracle.sql.BLOB@3afc3de0";"186";"Cardenal Herrera Oria 51";"Complejo";"7";"2014-04-14 12:20:01";"431662.4";"4812211";"http://datos.santander.es/api/datos/paradas_bus/7";"Cardenal Herrera Oria 51";"43.457808856764885";"-3.8460232715529887"
"oracle.sql.BLOB@6425b61";"187";"Cardenal Herrera Oria 31";"Complejo";"8";"2014-04-14 12:20:01";"431885.81";"4812286";"http://datos.santander.es/api/datos/paradas_bus/8";"Cardenal Herrera Oria 31";"43.45850449149553";"-3.8432714135116295"
"oracle.sql.BLOB@6e7d407c";"1";"Los Ciruelos 47";"A.Odriozola";"142";"2014-04-14 12:20:01";"430890.8";"4812199";"http://datos.santander.es/api/datos/paradas_bus/142";"Los Ciruelos 47";"43.45762991337445";"-3.855558315012684"
"oracle.sql.BLOB@6114c58f";"115";"Guevara 15";"Plaza de los Remedios";"259";"2014-04-14 12:20:01";"434791.4";"4812836";"http://datos.santander.es/api/datos/paradas_bus/259";"Guevara 15";"43.463715395739335";"-3.807424968725853"
"oracle.sql.BLOB@274cd794";"240";"Barrio Hospitalillo 97";"Cueto";"58";"2014-04-14 12:20:01";"430508.2";"4811800";"http://datos.santander.es/api/datos/paradas_bus/58";"Bº EL Hospitalillo 97";"43.454002125132625";"-3.860236137452398"
"oracle.sql.BLOB@25dd49b4";"356";"Plaza de Las Estaciones";"Plaza de las Estaciones - Bº la Torre";"2";"2014-04-14 12:20:01";"434507.5";"4812317";"http://datos.santander.es/api/datos/paradas_bus/2";"Plaza de Las Estaciones S/N";"43.45901779009602";"-3.8108717966213304"
"oracle.sql.BLOB@6311dbd7";"77";"Calvo Sotelo 1";"Miranda 5.c1";"137";"2014-04-14 12:20:01";"434636.49";"4812587.15";"http://datos.santander.es/api/datos/paradas_bus/137";"Calvo Sotelo 1";"43.46146135990512";"-3.809309916843717"
"oracle.sql.BLOB@29783311";"110";"Miranda ";"Miranda 5.c1";"254";"2014-04-14 12:20:01";"436380.1";"4813273";"http://datos.santander.es/api/datos/paradas_bus/254";"Alto de Miranda";"43.46778679316874";"-3.787838329590545"
"oracle.sql.BLOB@1260b65c";"111";"Menendez Pelayo 97";"Plaza de los Remedios";"255";"2014-04-14 12:20:01";"436034.02";"4813219.64";"http://datos.santander.es/api/datos/paradas_bus/255";"Menendez Pelayo 97";"43.4672768350439";"-3.7921101958410652"
"oracle.sql.BLOB@b645b71";"112";"Menendez Pelayo 61";"Plaza de los Remedios";"256";"2014-04-14 12:20:01";"435718.5";"4813156.68";"http://datos.santander.es/api/datos/paradas_bus/256";"Menendez Pelayo 61";"43.4666829127212";"-3.796003088151384"
"oracle.sql.BLOB@69af5d8e";"113";"Valliciergo 7";"Plaza de los Remedios";"257";"2014-04-14 12:20:01";"435359.08";"4812939.96";"http://datos.santander.es/api/datos/paradas_bus/257";"Valliciergo 7";"43.46470069052678";"-3.800420312445257"
"oracle.sql.BLOB@78274bd6";"116";"Plaza de los Remedios";"Plaza de los Remedios";"260";"2014-04-14 12:20:01";"434692.4";"4812724";"http://datos.santander.es/api/datos/paradas_bus/260";"Plaza de los Remedios";"43.46269836814224";"-3.8086352587960985"
"oracle.sql.BLOB@5be40c3a";"118";"Camilo Alonso Vega 22";"Plaza de los Remedios";"261";"2014-04-14 12:20:01";"433325.8";"4812494";"http://datos.santander.es/api/datos/paradas_bus/261";"Camilo Alonso Vega 22";"43.46050697198806";"-3.8254990529500597"
"oracle.sql.BLOB@58dee2f7";"119";"Camilo Alonso Vega 32";"Plaza de los Remedios";"262";"2014-04-14 12:20:01";"433468.7";"4812702";"http://datos.santander.es/api/datos/paradas_bus/262";"Camilo Alonso Vega 32";"43.462392411701515";"-3.823758199973016"
"oracle.sql.BLOB@5f6a3a75";"120";"Las Mercedarias";"Plaza de los Remedios";"263";"2014-04-14 12:20:01";"433790";"4812924";"http://datos.santander.es/api/datos/paradas_bus/263";"General Davila";"43.46441969229379";"-3.819813758718895"
"oracle.sql.BLOB@37240843";"121";"General Davila 89";"Plaza de los Remedios";"341";"2014-04-14 12:20:01";"433959.3";"4813013";"http://datos.santander.es/api/datos/paradas_bus/341";"General Davila 89";"43.465235970704754";"-3.8177318470687673"
"oracle.sql.BLOB@1e9a82fd";"122";"General Davila 87";"Plaza de los Remedios";"264";"2014-04-14 12:20:01";"434195.9";"4813224";"http://datos.santander.es/api/datos/paradas_bus/264";"General Davila 87";"43.4671565572044";"-3.8148327088096914"
"oracle.sql.BLOB@320dbfbd";"123";"Los Salesianos";"Plaza de los Remedios";"265";"2014-04-14 12:20:01";"434691.7";"4813244";"http://datos.santander.es/api/datos/paradas_bus/265";"General Davila";"43.46738010199033";"-3.808706272607944"
"oracle.sql.BLOB@24a72af7";"124";"Prado San Roque";"Plaza de los Remedios";"266";"2014-04-14 12:20:01";"434888.38";"4813224.8";"http://datos.santander.es/api/datos/paradas_bus/266";"General Davila";"43.46722439131395";"-3.8062727045658593"
"oracle.sql.BLOB@5af5d0ed";"125";"General Dávila 41";"Plaza de los Remedios";"267";"2014-04-14 12:20:01";"435296.3";"4813277";"http://datos.santander.es/api/datos/paradas_bus/267";"general Dávila.41";"43.46772978845241";"-3.8012363865117504"
"oracle.sql.BLOB@4067a642";"126";"Santa Clotilde";"Plaza de los Remedios";"268";"2014-04-14 12:20:01";"435588.9";"4813352";"http://datos.santander.es/api/datos/paradas_bus/268";"General Davila";"43.46843031630009";"-3.79762823742337"
"oracle.sql.BLOB@54d45816";"127";"Bajada la Encina 1";"Plaza de los Remedios";"269";"2014-04-14 12:20:01";"436069";"4813385";"http://datos.santander.es/api/datos/paradas_bus/269";"Bajada la Encina 1";"43.46876864343015";"-3.7916972035615664"
"oracle.sql.BLOB@40e337dc";"128";"Fernando Calderon Rueda 6";"Plaza de los Remedios";"270";"2014-04-14 12:20:01";"436260.2";"4813574";"http://datos.santander.es/api/datos/paradas_bus/270";"F.Calderon Rueda 6";"43.47048662966104";"-3.7893557362188335"
"oracle.sql.BLOB@5686dcc";"129";"Plaza de Italia Casino";"General Dávila";"251";"2014-04-14 12:20:01";"436835.5";"4813742";"http://datos.santander.es/api/datos/paradas_bus/251";"Plaza de Italia S/N";"43.4720480525671";"-3.78226321867481"
"oracle.sql.BLOB@b006eda";"130";"Reina Victoria  117";"General Dávila";"252";"2014-04-14 12:20:01";"437219.6";"4813499";"http://datos.santander.es/api/datos/paradas_bus/252";"Reina Victoria . 117";"43.46989255973308";"-3.7774867212533065"
"oracle.sql.BLOB@496dafda";"131";"Las Esclavas";"General Dávila";"122";"2014-04-14 12:20:01";"437057.11";"4813233";"http://datos.santander.es/api/datos/paradas_bus/122";"Perez Galdos 41";"43.46748396153073";"-3.7794646967522536"
"oracle.sql.BLOB@403436df";"132";"Perez Galdos 17";"General Dávila";"253";"2014-04-14 12:20:01";"436609.4";"4813121";"http://datos.santander.es/api/datos/paradas_bus/253";"Perez Galdos 17";"43.46643773991037";"-3.784986093912631"
"oracle.sql.BLOB@23fe8b67";"133";"Camilo Alonso Vega 10";"Miranda";"313";"2014-04-14 12:20:01";"433243.3";"4812366";"http://datos.santander.es/api/datos/paradas_bus/313";"Camilo Alonso Vega.10";"43.45934717385087";"-3.82650307489716"
"oracle.sql.BLOB@1c7229a7";"134";"Los Pinares";"General Dávila";"286";"2014-04-14 12:20:01";"436389.9";"4813671";"http://datos.santander.es/api/datos/paradas_bus/286";"Avenida de los Infantes";"43.47137101638019";"-3.7877636861283914"
"oracle.sql.BLOB@b0ca188";"135";"Miranda";"Miranda 5.c2";"271";"2014-04-14 12:20:01";"436392.3";"4813302";"http://datos.santander.es/api/datos/paradas_bus/271";"Alto de Miranda";"43.46804893262404";"-3.787690904675458"
"oracle.sql.BLOB@6a40ed62";"136";"General Davila 28";"General Dávila";"272";"2014-04-14 12:20:01";"435982.43";"4813364.9";"http://datos.santander.es/api/datos/paradas_bus/272";"General Davila 28";"43.468580264905576";"-3.7927650089505454"
"oracle.sql.BLOB@4ca0f36d";"137";"General Davila 58";"General Dávila";"273";"2014-04-14 12:20:01";"435590.1";"4813362";"http://datos.santander.es/api/datos/paradas_bus/273";"General Davila 58";"43.46852045440184";"-3.7976145862408104"
"oracle.sql.BLOB@5acda068";"138";"General Davila 84";"Valdecilla";"274";"2014-04-14 12:20:01";"435243.9";"4813269";"http://datos.santander.es/api/datos/paradas_bus/274";"General Davila 84";"43.467653223667575";"-3.801883185521649"
"oracle.sql.BLOB@71de3a6a";"139";"Prado San Roque";"General Dávila";"275";"2014-04-14 12:20:01";"434945.79";"4813245.9";"http://datos.santander.es/api/datos/paradas_bus/275";"General Davila";"43.46741936209426";"-3.8055655497691094"
"oracle.sql.BLOB@34cd3f8d";"140";"Los Salesianos";"General Dávila";"276";"2014-04-14 12:20:01";"434646.4";"4813265";"http://datos.santander.es/api/datos/paradas_bus/276";"General Davila";"43.46756521570519";"-3.809268771589893"
"oracle.sql.BLOB@f075d10";"141";"General Davila 224";"General Dávila";"277";"2014-04-14 12:20:01";"434202.6";"4813244";"http://datos.santander.es/api/datos/paradas_bus/277";"General Davila 224";"43.4673372156022";"-3.814752303543148"
"oracle.sql.BLOB@2c6ecd25";"142";"General davila 256";"General Dávila";"278";"2014-04-14 12:20:01";"433963.5";"4813032";"http://datos.santander.es/api/datos/paradas_bus/278";"General davila 256";"43.465407406873446";"-3.817682234487353"
"oracle.sql.BLOB@1e5e4eed";"143";"General Davila 266";"General Dávila";"342";"2014-04-14 12:20:01";"433748.1";"4812918";"http://datos.santander.es/api/datos/paradas_bus/342";"General Davila 266";"43.4643619601676";"-3.8203309512903596"
"oracle.sql.BLOB@418fb92e";"144";"Camilo Alonso Vega 33";"General Dávila";"279";"2014-04-14 12:20:01";"433462.2";"4812710";"http://datos.santander.es/api/datos/paradas_bus/279";"Camilo Alonso Vega 33";"43.46246386070148";"-3.823839520507299"
"oracle.sql.BLOB@42c69ca2";"145";"Camilo Alonso Vega 19";"General Dávila";"280";"2014-04-14 12:20:01";"433305.1";"4812483";"http://datos.santander.es/api/datos/paradas_bus/280";"Camilo Alonso Vega 19";"43.460406088425515";"-3.825753560260694"
"oracle.sql.BLOB@7d5571ed";"147";"Marcelino Sanz de Sautuola ";"General Dávila";"281";"2014-04-14 12:20:01";"435096.3";"4812792";"http://datos.santander.es/api/datos/paradas_bus/281";"M.Sanz de Sautuola 6";"43.46334577245764";"-3.803650910212131"
"oracle.sql.BLOB@74aabee3";"148";"Santa Lucia 26";"General Dávila";"282";"2014-04-14 12:20:01";"435387.38";"4812892.55";"http://datos.santander.es/api/datos/paradas_bus/282";"Santa Lucia 26";"43.464276282142784";"-3.8000648700893502"
"oracle.sql.BLOB@75da64eb";"149";"Menendez Pelayo 14";"General Dávila";"283";"2014-04-14 12:20:01";"435551.4";"4813053";"http://datos.santander.es/api/datos/paradas_bus/283";"Menendez Pelayo 14";"43.465735046151565";"-3.798056415168235"
"oracle.sql.BLOB@5517bcbf";"150";"Menendez Pelayo 46";"General Dávila";"284";"2014-04-14 12:20:01";"435751.9";"4813155";"http://datos.santander.es/api/datos/paradas_bus/284";"Menendez Pelayo 46";"43.46667065796974";"-3.7955900173503077"
"oracle.sql.BLOB@968cb3e";"151";"Menendez Pelayo 76";"General Dávila";"285";"2014-04-14 12:20:01";"436022.77";"4813205.89";"http://datos.santander.es/api/datos/paradas_bus/285";"Menendez Pelayo 76";"43.46715207445986";"-3.7922476481022804"
"oracle.sql.BLOB@3ef75845";"152";"Bajada la Encina s/n";"Plaza Italia";"319";"2014-04-14 12:20:01";"436277.6";"4813604";"http://datos.santander.es/api/datos/paradas_bus/319";"Bajada la Encina s/n";"43.470758217743374";"-3.789144144574474"
"oracle.sql.BLOB@60c43a4e";"153";"Complejo deportivo";"Tunel de Puertochico";"288";"2014-04-14 12:20:01";"431122.29";"4812477.74";"http://datos.santander.es/api/datos/paradas_bus/288";"Avenida del Deporte";"43.46016086551903";"-3.852732472887171"
"oracle.sql.BLOB@72d00883";"155";"Lavapies 1";"Tunel de Puertochico";"290";"2014-04-14 12:20:01";"432237.7";"4812740";"http://datos.santander.es/api/datos/paradas_bus/290";"C/ Lavapies";"43.46262399798503";"-3.8389786532552694"
"oracle.sql.BLOB@37df0b58";"156";"Calle Repuente 43";"Tunel de Puertochico";"291";"2014-04-14 12:20:01";"432577.5";"4812904";"http://datos.santander.es/api/datos/paradas_bus/291";"C/ Repuente . 43";"43.46413127116796";"-3.8347988563457203"
"oracle.sql.BLOB@1461db10";"157";"Calle Repuente";"Tunel de Puertochico";"292";"2014-04-14 12:20:01";"432804.5";"4813232";"http://datos.santander.es/api/datos/paradas_bus/292";"C/ Repuente Fte Hnos Martinez";"43.46710482066625";"-3.832033422606643"
"oracle.sql.BLOB@247501e4";"158";"Calle Repuente 15";"Tunel de Puertochico";"293";"2014-04-14 12:20:01";"433108.3";"4813454";"http://datos.santander.es/api/datos/paradas_bus/293";"C/ Repuente";"43.469130819649045";"-3.828305290673875"
"oracle.sql.BLOB@7dcf326e";"159";"Barrio la Torre 95";"Tunel de Puertochico";"295";"2014-04-14 12:20:01";"433687.5";"4813711";"http://datos.santander.es/api/datos/paradas_bus/295";"Bº de la Torre 95";"43.471496299628946";"-3.8211765986178556"
"oracle.sql.BLOB@2df81449";"160";"Barrio La Torre nº 1";"Tunel de Puertochico";"109";"2014-04-14 12:20:01";"434164";"4813964";"http://datos.santander.es/api/datos/paradas_bus/109";"Barrio La Torre nº 1";"43.473816285865006";"-3.815316526960278"
"oracle.sql.BLOB@79fbdc32";"5";"Jose Maria Cossio 17";"A.Odriozola";"146";"2014-04-14 12:20:01";"431896.6";"4812419";"http://datos.santander.es/api/datos/paradas_bus/146";"Jose Mª Cossio 17";"43.459702924111646";"-3.843154680088453"
"oracle.sql.BLOB@635952f";"6";"Jose Maria Cossio 1";"A.Odriozola";"147";"2014-04-14 12:20:01";"432073.2";"4812420";"http://datos.santander.es/api/datos/paradas_bus/147";"Jose Mª cossio 1";"43.45972798941811";"-3.840972048079019"
"oracle.sql.BLOB@27d543d8";"7";"Manuel Llano";"A.Odriozola";"148";"2014-04-14 12:20:01";"432051.9";"4812219.72";"http://datos.santander.es/api/datos/paradas_bus/148";"Plaza Manuel LLano";"43.45792285583515";"-3.841210333119642"
"oracle.sql.BLOB@22592e56";"8";"Instituto Torres Quevedo";"A.Odriozola";"149";"2014-04-14 12:20:01";"432426.97";"4812106.65";"http://datos.santander.es/api/datos/paradas_bus/149";"Torres Quevedo. 5";"43.45693882458788";"-3.836560616085909"
"oracle.sql.BLOB@cf121b8";"9";"Valdecilla";"A.Odriozola";"316";"2014-04-14 12:20:01";"432950.44";"4812146.34";"http://datos.santander.es/api/datos/paradas_bus/316";"Avenida de Valdecilla";"43.45734328346389";"-3.8300957473739223"
"oracle.sql.BLOB@2adcbdab";"10";"Cuatro Caminos";"A.Odriozola";"150";"2014-04-14 12:20:01";"433329.3";"4812294";"http://datos.santander.es/api/datos/paradas_bus/150";"San Fernando frente nº 78";"43.45870659947878";"-3.8254313143404333"
"oracle.sql.BLOB@2283b89";"11";"San Fernando";"A.Odriozola";"129";"2014-04-14 12:20:01";"433779.8";"4812456";"http://datos.santander.es/api/datos/paradas_bus/129";"San Fernando frente nº 22";"43.46020518323775";"-3.8198829398165284"
"oracle.sql.BLOB@1f5ca07a";"12";"Jesus de Monasterio 21";"A.Odriozola";"151";"2014-04-14 12:20:01";"434379.79";"4812618.62";"http://datos.santander.es/api/datos/paradas_bus/151";"Jesus de Monasterio 21";"43.461722215422064";"-3.812486608077939"
"oracle.sql.BLOB@7a2bb9ab";"13";"Ayuntamiento";"A.Odriozola";"152";"2014-04-14 12:20:01";"434577.3";"4812589";"http://datos.santander.es/api/datos/paradas_bus/152";"Jesus de Monasterio";"43.46147283996036";"-3.8100417480321025"
"oracle.sql.BLOB@4caac836";"14";"Correos";"A.Odriozola";"153";"2014-04-14 12:20:01";"434870.13";"4812585.95";"http://datos.santander.es/api/datos/paradas_bus/153";"Correos";"43.46147094253931";"-3.806421899825621"
"oracle.sql.BLOB@603e788c";"15";"Jardines de Pereda";"A.Odriozola";"154";"2014-04-14 12:20:01";"435107.8";"4812616";"http://datos.santander.es/api/datos/paradas_bus/154";"Paseo de pereda";"43.461762160380744";"-3.8034877916890992"
"oracle.sql.BLOB@255c60b1";"161";"Jorge Sepulveda 11";"Tunel de Puertochico";"296";"2014-04-14 12:20:01";"434463.65";"4814011.22";"http://datos.santander.es/api/datos/paradas_bus/296";"Jorge Sepulveda";"43.4742677617937";"-3.811617682121417"
"oracle.sql.BLOB@53d017a0";"162";"Avenida Cantabria 43";"Tunel de Puertochico";"297";"2014-04-14 12:20:01";"434664";"4814103";"http://datos.santander.es/api/datos/paradas_bus/297";"Avda Cantabria .43";"43.47511163763625";"-3.809151780470652"
"oracle.sql.BLOB@2bf345d";"163";"Padre Menni";"Tunel de puertochico";"298";"2014-04-14 12:20:01";"435153.6";"4814230";"http://datos.santander.es/api/datos/paradas_bus/298";"Avda Cantabria";"43.47629771512106";"-3.8031139158173977"
"oracle.sql.BLOB@5706c713";"164";"Avenida Cantabria 11";"Tunel de Puertochico";"299";"2014-04-14 12:20:01";"435592.5";"4814360";"http://datos.santander.es/api/datos/paradas_bus/299";"Avenida Cantabria 11";"43.477506117912206";"-3.7977030027276744"
"oracle.sql.BLOB@7df7dd07";"171";"Instituto las Llamas";"Tunel de Puertochico";"301";"2014-04-14 12:20:01";"435932.8";"4813874";"http://datos.santander.es/api/datos/paradas_bus/301";"Alcalde Vega Lamera";"43.473159682924724";"-3.7934384403689263"
"oracle.sql.BLOB@1bd0372d";"172";"Camilo Alonso Vega 9";"Valdecilla";"314";"2014-04-14 12:20:01";"433239.7";"4812390";"http://datos.santander.es/api/datos/paradas_bus/314";"Camilo Alonso Vega.9";"43.45956293456972";"-3.826550511723251"
"oracle.sql.BLOB@2d6799f";"173";"Grupo San Francisco";"Tunel de Puertochico";"302";"2014-04-14 12:20:01";"433382.87";"4812775.44";"http://datos.santander.es/api/datos/paradas_bus/302";"General Davila";"43.46304598103412";"-3.8248280836370263"
"oracle.sql.BLOB@4ecab72d";"174";"General Davila 314";"Tunel de Puertochico";"303";"2014-04-14 12:20:01";"433005.2";"4812634";"http://datos.santander.es/api/datos/paradas_bus/303";"General Davila 314";"43.46173879567092";"-3.829478919014863"
"oracle.sql.BLOB@5ec013c4";"175";"Facultad de Medicina";"Tunel de Puertochico";"304";"2014-04-14 12:20:01";"432594";"4812407";"http://datos.santander.es/api/datos/paradas_bus/304";"Cardenal Herrera Oria";"43.45965806981869";"-3.8345333969361852"
"oracle.sql.BLOB@1451d975";"176";"Cardenal Herrera Oria 26";"Complejo";"305";"2014-04-14 12:20:01";"432236.2";"4812324";"http://datos.santander.es/api/datos/paradas_bus/305";"Cardenal Herrera Oria Fte nº 26";"43.458878451765734";"-3.838945442139962"
"oracle.sql.BLOB@99b9abf";"181";"Polideportivo";"Tunel de Puertochico";"310";"2014-04-14 12:20:01";"430864.8";"4812417";"http://datos.santander.es/api/datos/paradas_bus/310";"Avenida del Deporte";"43.45959024155975";"-3.855907325319992"
"oracle.sql.BLOB@46cc7686";"184";"Cruce Vicente Trueba";"Centro";"320";"2014-04-14 12:20:01";"430819";"4812001";"http://datos.santander.es/api/datos/paradas_bus/320";"Avda Vicente Trueba";"43.45584061073513";"-3.8564205800626095"
"oracle.sql.BLOB@19797bba";"188";"Cardenal Herrera Oria 23";"Tunel de Puertochico";"9";"2014-04-14 12:20:01";"432242.1";"4812315";"http://datos.santander.es/api/datos/paradas_bus/9";"Cardenal Herrera Oria 23";"43.45879795581583";"-3.8388714003017395"
"oracle.sql.BLOB@76a9fd66";"189";"Cardenal Herrera Oria 17";"Complejo";"10";"2014-04-14 12:20:01";"432475.6";"4812343";"http://datos.santander.es/api/datos/paradas_bus/10";"Cardenal Herrera Oria 17";"43.459071170705826";"-3.8359888759896217"
"oracle.sql.BLOB@123b7067";"190";"Residencia Cantabria";"Complejo";"11";"2014-04-14 12:20:01";"432636.7";"4812419";"http://datos.santander.es/api/datos/paradas_bus/11";"Cardenal Herrera Oria";"43.45976995828242";"-3.8340071129401636"
"oracle.sql.BLOB@7c50838a";"191";"General Davila 125";"Tunel de Puertochico";"119";"2014-04-14 12:20:01";"433039.9";"4812639";"http://datos.santander.es/api/datos/paradas_bus/119";"General Davila nº 125";"43.46178692083199";"-3.8290506297391813"
"oracle.sql.BLOB@9ec18c9";"192";"Grupo San Francisco";"Complejo";"12";"2014-04-14 12:20:01";"433369.6";"4812758";"http://datos.santander.es/api/datos/paradas_bus/12";"General Davila";"43.462887779028335";"-3.824989975535045"
"oracle.sql.BLOB@6b4f3935";"194";"Instituto las Llamas";"Complejo";"13";"2014-04-14 12:20:01";"435944";"4813885";"http://datos.santander.es/api/datos/paradas_bus/13";"Alcalde Vega Lamera";"43.473259681061634";"-3.793301271668394"
"oracle.sql.BLOB@1e34fd9d";"195";"Palacio de Exposiciones";"Complejo";"14";"2014-04-14 12:20:01";"436094.8";"4814167";"http://datos.santander.es/api/datos/paradas_bus/14";"C/ Real Racing Club";"43.47581156951075";"-3.791470069774571"
"oracle.sql.BLOB@28f65de9";"203";"Padre Menni";"Complejo";"15";"2014-04-14 12:20:01";"435195.1";"4814248";"http://datos.santander.es/api/datos/paradas_bus/15";"Avenida De Cantabria";"43.476463376857915";"-3.8026029782966426"
"oracle.sql.BLOB@468f8101";"205";"Avenida de Cantabria 100";"Complejo";"16";"2014-04-14 12:20:01";"434694.9";"4814126.64";"http://datos.santander.es/api/datos/paradas_bus/16";"Avenida De Cantabria 100";"43.475327179433144";"-3.8087725960655807"
"oracle.sql.BLOB@775e8cd7";"206";"Barrio La Torre 2";"Complejo";"400";"2014-04-14 12:20:01";"434141.65";"4813962.74";"http://datos.santander.es/api/datos/paradas_bus/400";"Bº La Torre 2";"43.47380297257543";"-3.8155926841681684"
"oracle.sql.BLOB@6070b47a";"207";"Barrio La Torre 60";"Complejo";"17";"2014-04-14 12:20:01";"433670.9";"4813709";"http://datos.santander.es/api/datos/paradas_bus/17";"Bº La Torre 60";"43.47147681999417";"-3.8213815700700935"
"oracle.sql.BLOB@758e70d";"208";"Calle Repuente 16";"Complejo";"19";"2014-04-14 12:20:01";"433097.5";"4813452";"http://datos.santander.es/api/datos/paradas_bus/19";"C/ Repuente";"43.469111846394426";"-3.8284385529345246"
"oracle.sql.BLOB@5da90a3f";"209";"Calle Repuente";"Complejo";"20";"2014-04-14 12:20:01";"432797.1";"4813256";"http://datos.santander.es/api/datos/paradas_bus/20";"C/ Repuente";"43.46732023702115";"-3.8321278591532058"
"oracle.sql.BLOB@4dfde23";"210";"Calle Repuente 36";"Complejo";"21";"2014-04-14 12:20:01";"432577.3";"4812913";"http://datos.santander.es/api/datos/paradas_bus/21";"C/ Repuente . 36";"43.464212283682";"-3.8348024427047616"
"oracle.sql.BLOB@570ce55";"213";"Avenida Cantabria 10";"Tunel de Puertochico";"322";"2014-04-14 12:20:01";"435960.41";"4814523.87";"http://datos.santander.es/api/datos/paradas_bus/322";"Avda Cantabria.10";"43.4790131332114";"-3.793173570782465"
